id;paperTitle;area;authorID;corrAuthorID;publicationID;venueId;reviewer_1;reviewer_2;review_1;review_2;paperType;paperAbstract;decisions_1;decisions_2;year;url
1697;Awake_Prone_Positioning_in_COVID_19_Patients;Data Management;10252,10253,10254;10253;null;10841;D__Millett;Homa_Pourmofidi_Neistanak;Build_at_happy_policy_quite_stand__Two_moment_student_he_black_place_between_Both_citizen_technology_building_off_question__Ground_book_party_;Son_shake_road_follow_hair_kind__Large_class_society_skin_partner_information_both_office__Outside_themselves_parent_as_pass_about__Other_official_from_quickly_money_employee_Mrs_;DemoPaper;Abstract_Background_The_World_Health_Organization_WHO_has_declared_SARS_CoV_2_as_pandemic__Patients_with_COVID_19_present_mainly_with_respiratory_symptoms__Prone_position_has_been_traditionally_used_in_acute_respiratory_distress_syndrome_ARDS_to_improve_oxygenation_and_prevent_barotrauma_in_ventilated_patients__Awake_proning_is_being_used_as_an_investigational_therapy_in_COVID_to_defer_invasive_ventilation__improve_oxygenation__and_outcomes__Hence__we_conducted_a_retrospective_case_study_to_look_for_benefits_of_awake_proning_with_oxygen_therapy_in_non_intubated_COVID_patients__Materials_and_methods_A_retrospective_case_study_of_15_COVID_patients_admitted_from_June_15_to_July_1__2020_to_HDU_in_our_hospital_was_conducted__Cooperative_patients_who_were_hemodynamically_stable_and_SpO2__90_on_presentation_were_included__Oxygen_was_administered_through_facemask__non_rebreathing_mask_and_noninvasive_ventilation_to_patients_as_per_requirement__Patients_were_encouraged_to_maintain_prone_position_and_target_time_was_10–12_hours/day__SpO2_and_P/f_ratio_in_supine_and_prone_position_was_observed_till_discharge__Primary_target_was_SpO2__95_and_P/f__200_mm_Hg__Other_COVID_therapies_were_used_according_to_institutional_protocol__Results_The_mean_SpO2_on_room_air_on_admission_was_80__In_day_1_to_3__the_mean_P/f_ratio_in_supine_position_was_98_8_±_29_7_mm_Hg_which_improved_to_136_6_±_38_8_mm_Hg_after_proning_p_=_0_005__The_difference_was_significant_from_day_1_to_10__Two_patients_were_intubated__The_mean_duration_of_stay_was_11_days__Conclusion_Awake_prone_positioning_showed_marked_improvement_in_P/f_ratio_and_SpO2_in_COVID_19_patients_with_improvement_in_clinical_symptoms_with_reduced_rate_of_intubation__Highlights_Prone_position_ventilation_improves_oxygenation_by_reducing_V/Q_mismatch__Awake_prone_positioning_has_been_used_along_with_high_flow_oxygen_therapy_in_recent_pandemic_of_SARS_CoV_2_virus_for_management_of_mild_to_moderate_cases__How_to_cite_this_article_Singh_P__Jain_P__Deewan_H__Awake_Prone_Positioning_in_COVID_19_Patients__Indian_J_Crit_Care_Med_2020;2410:914–918_;Yes;No;2020;https://www.semanticscholar.org/paper/66e053ad1549100165d37c1e465de1bb62b0af59
1212;Smoke_free_Turkey:Evaluation_of_outdoor_areas_of_public_places_;Data Management,Geography;6905,6906,6907,6908,6909,6910,6911;6907;null;11029;K__Mashita;A__Sierra;During_soon_certainly_myself_traditional__Fall_chance_physical_drop_manage_indeed_here_Religious_over_method_budget_citizen_well_clearly__Another_letter_enter_behavior_;Go_want_own_Thought_interesting_international_director__For_remember_decision_past_stay_prevent_these__Adult_great_argue_building_;ShortPaper;;Yes;No;2019;https://www.semanticscholar.org/paper/a8be90eabe42e81051fc27cce43660aa3ba62d93
1696;Silent_or_Happy_Hypoxemia:An_Urgent_Dilemma_for_COVID_19_Patient_Care_;Data Management;10251;10251;null;11009;V__Zivojinović;E__Trinkaus;Toward_second_artist_him_note_hard__Industry_degree_away_really_Senior_eye_heart_lose__Simple_couple_keep_north_structure_whose_every__Rate_discuss_model_prove_third_eye_;Police_fire_impact_laugh_range__Ready_once_plant_probably_;FullPaper;A_perplexing_clinical_aspect_of_COVID_19_is_presentation_of_patients_with_pronounced_hypoxemia_without_expected_signs_of_respiratory_distress_or_dyspnea__even_when_cyanotic__Nonetheless__these_patients_frequently_leapfrog_clinical_evolution_stages_and_suffer_acute_respiratory_distress_syndrome_ARDS__with_concomitant_cardiorespiratory_arrest_and_death_1_This_phenomenon_is_referred_to_as_silent_or_happy_hypoxemia_;No;Yes;2020;https://www.semanticscholar.org/paper/46642d5a88de867dd01201b38174fb86cd7f9f33
1211;Sleeping_late_is_a_risk_factor_for_myopia_development_amongst_school_aged_children_in_China;Data Management;6898,6899,6900,6901,6902,6903,6904;6904;null;11312;A__Ugidos;E__Avigliano;Chair_really_believe_range_become_far_both__Thought_prevent_its_ago_single_Become_personal_reach_lawyer_risk_ever__Total_weight_energy_pretty_artist_visit_far_behavior_;Indicate_project_generation_save_detail__Population_perhaps_ground_important_top_experience__Mind_series_something_Democrat_change_hope_;FullPaper;;No;Yes;2020;https://www.semanticscholar.org/paper/c66a34d61146fce5467b3d1d5a9c1185870bb2e4
1695;Nondyspnogenic_acute_hypoxemic_respiratory_failure_in_COVID_19_pneumonia;Data Management;8923,8924,8925,8926,8927;8923;13066;12327;S__Qaisrani;K__Spencer;My_shoulder_next_list_choose__Phone_tonight_story_design_trade_music_sense_;Concern_focus_reduce_crime__Response_per_size_audience_bag__Religious_market_for_Mrs_hear_reveal_Leader_clear_present_friend_though_doctor_record_;FullPaper;Jos_e_Augusto_Barreto_Filho_1_2_Juliane_Dantas_Seabra_Garcez_1_2_Flavia_Barreto_Garcez_3_Thiago_S__Moreira_4_and_Luciano_F__Drager5_6_Division_of_Cardiology__Federal_University_of_Sergipe__São_Crist_ovão__Brazil;_Division_of_Cardiology__Hospital_São_Lucas_Rede_São_Luiz_DOr__Aracaju__Brazil;_Division_of_Geriatrics__University_of_Sao_Paulo_Medical_School__São_Paulo__Brazil;_Department_of_Physiology_and_Biophysics__Institute_of_Biomedical_Science__University_of_Sao_Paulo__São_Paulo__Brazil;_Hypertension_Unit__Renal_Division__University_of_Sao_Paulo_Medical_School__São_Paulo__Brazil;_and_Hypertension_Unit__Heart_Institute_InCor__University_of_Sao_Paulo_Medical_School__São_Paulo__Brazil;Yes;Yes;2020;https://www.semanticscholar.org/paper/4aa7c9b78a78255474785aa04e373f3e1ad14bb3
1210;Systematic_Review_and_Meta_Analysis_on_the_Impact_of_COVID_19_Pandemic–Related_Lifestyle_on_Myopia;Data Management;6891,6892,6893,6894,6895,6896,6897;6897;12733;10895;Keyman_D_Kim;Bruce_W_Jasper;Deal_way_general_answer_put_most_program__Mother_white_look_money_Concern_sea_sport_mouth_tend__Hope_imagine_wish_phone_anything_gun__Not_while_customer_boy_;Wonder_character_hour_stop_culture__Strong_argue_type_nature_national_standard_;ShortPaper;Purpose:To_conduct_a_systematic_review_and_meta_analysis_to_assess_the_effects_of_coronavirus_disease_2019_COVID_19_pandemic–related_lifestyle_on_myopia_outcomes_in_children_to_young_adults__Methods:A_systematic_search_was_conducted_on_PubMed__Embase__and_the_Cochrane_Central_Register_of_Controlled_Trials_databases_with_manual_searching_of_reference_lists_of_reviews__Studies_included_assessed_changes_in_myopia_related_outcomes_cycloplegic_refraction_during_COVID_and_pre_COVID__Of_367_articles_identified__7_6_prospective_cohorts;_1_repeated_cross_sectional_study_comprising_6327_participants_aged_6_to_17_were_included__Quality_appraisals_were_performed_with_Joanna_Briggs_Institute_Critical_Appraisal_Checklists__Pooled_differences_in_annualized_myopic_shifts_or_mean_spherical_equivalent_SE_during_COVID_and_pre_COVID_were_obtained_from_random_effects_models__Results:In_all_7_studies__SE_moved_toward_a_myopic_direction_during_COVID_vs_pre_COVID__where_5_reported_significantly_faster_myopic_shifts_difference_in_means_of_changes:−1_20_to_−0_35_diopters_per_year__D/y;_pooled_estimate:−0_73_D/y;_95_confidence_interval_CI:−0_96__−0_50;_P0_001__and_2_reported_significantly_more_myopic_SE_difference_in_means:−0_72_to_−0_44_D/y;_pooled_estimate:−0_54_D/y;_95_CI:−0_80__−0_28;_P0_001__Three_studies_reported_higher_myopia_SE_≤−0_50_D_incidence_2_0__to_2_6_fold_increase_during_COVID_versus_pre_COVID__Of_studies_assessing_lifestyle_changes__all_4_reported_lower_time_outdoors_pre_COVID_vs_during_COVID:1_1–1_8_vs_0_4–1_0_hours_per_day__h/d__and_3_reported_higher_screen_time_pre_COVID_vs_during_COVID:0_7–2_8_vs_2_4–6_9_h/d__Conclusions:This_review_suggests_more_myopic_SE_shifts_during_COVID_vs_pre_COVID_in_participants_aged_6_to_17__COVID_19_restrictions_may_have_worsened_SE_shifts__and_lifting_of_restrictions_may_lessen_this_effect__Evaluations_of_the_long_term_effects_of_the_pandemic_lifestyle_on_myopia_onset_and_progression_in_large_studies_are_warranted_to_confirm_these_findings_;Yes;Yes;2022;https://www.semanticscholar.org/paper/20edce6a80e24ea2cfd312f4b5bfa29210acdfd0
1694;Outcomes_of_Nursing_Home_COVID_19_Patients_by_Initial_Symptoms_and_Comorbidity:Results_of_Universal_Testing_of_1970_Residents;Data Management;10244,10245,10246,10247,10248,10249,10250;10249;13065;12482;Yingliang_Wu;S__Tandan;If_everyone_security_by_effort_bad_from_teacher__Protect_its_painting_impact_when__Party_career_prevent_data_nearly_Beat_summer_stuff_news_Congress__Focus_media_its_however_others_point_popular_;Position_positive_war_tree_west_black_tough__Miss_official_four_admit_even_network_husband_;DemoPaper;;Yes;Yes;2020;https://www.semanticscholar.org/paper/82514e569f3298c8659e49fde726ec80c51c53e6
1219;Clean_environment_index:A_new_approach_for_litter_assessment;Data Management;6933,6926,6929,6934,6935,6936;6935;12740;12364;A__Hewitt;P__Buschang;Hope_write_happen_every_expert_close_town_billion__Perhaps_history_only__Section_issue_speech_very_enough_various__Difference_provide_camera_what_which_bag_ability_;Certainly_force_skin_meeting_go_eight__Paper_bring_expect_north_west_themselves__Under_evidence_big_ready_friend_yet_;ShortPaper;Littered_waste_is_one_of_the_ubiquitous_problems_in_urban_environments__In_this_study__urban_environmental_pollution_was_evaluated_for_the_first_time_using_a_new_developed_index__The_findings_indicated_that_cigarette_butts_with_an_average_58_are_the_largest_share_in_the_composition_of_littered_waste__In_addition__the_numbers_of_littered_wastes_throughout_the_study_area_had_a_spatial_variation__According_to_clean_environment_index_CEI__the_entire_study_area_was_found_to_be_in_a_moderate_status__However__40_of_the_study_areas_were_classified_in_a_dirty_and_extremely_dirty_status__Comparison_of_the_studied_urban_land_uses_showed_that_residential_land_use_with_CEI_equal_to_3_38_is_interpreted_in_the_clean_status__while_commercial_land_use_with_CEI_equal_to_15_05_can_be_classified_in_the_dirty_status__The_application_of_CEI_has_a_good_capability_to_assess_littered_waste;_this_index_can_be_employed_to_evaluate_the_pollution_of_urban_sidewalks_and_other_environments_such_as_beaches_;Yes;Yes;2022;https://www.semanticscholar.org/paper/fe82f978d8cc28fe7d247ad4bd1844006cc58525
1218;Impact_of_the_COVID_19_pandemic_on_coastal_environment:positive_or_negative_A_1_year_study_on_litter_in_Caspian_coasts;Data Management;6928,6929,6925,6930,6931,6926,6932;6930;12739;11297;L__Beijleveld;G__Coman;Vote_western_entire__Bag_improve_fast_single_paper_if_spend__Million_police_woman_scene_Light_suggest_apply_way_company_college_remain__Government_half_pull_cause_believe_;Agree_throw_would_full_Machine_money_fact_kind_national_arrive__Book_why_pass_product__Success_evening_sit_give_within_Control_tough_field_ago_capital_discussion_hear_team_;ShortPaper;;Yes;Yes;2022;https://www.semanticscholar.org/paper/43cf9cf1a63278679cdfd142403d361074777d62
1231;Seeking_quality_diversity_in_evolutionary_co_design_of_morphology_and_control_of_soft_tensegrity_modular_robots;Computer Science;6966,6967,6968,6969,6970;6969;13254;12388;R__Hobson;J__R__Wiersema;Figure_town_not_month__Car_truth_class_major_head_pay_end_particularly_Letter_network_book_civil_gun__And_who_end_relate_;Across_rule_letter__Position_paper_focus_step_tree__Article_total_every_expect_about_Mr_clear_;ShortPaper;Designing_optimal_soft_modular_robots_is_difficult__due_to_non_trivial_interactions_between_morphology_and_controller__Evolutionary_algorithms_EAs__combined_with_physical_simulators__represent_a_valid_tool_to_overcome_this_issue__In_this_work__we_investigate_algorithmic_solutions_to_improve_the_Quality_Diversity_of_co_evolved_designs_of_Tensegrity_Soft_Modular_Robots_TSMRs_for_two_robotic_tasks__namely_goal_reaching_and_squeezing_trough_a_narrow_passage__To_this_aim__we_use_three_different_EAs__i_e___MAP_Elites_and_two_custom_algorithms:one_based_on_Viability_Evolution_ViE_and_NEAT_ViE_NEAT__the_other_named_Double_Map_MAP_Elites_DM_ME_and_devised_to_seek_diversity_while_co_evolving_robot_morphologies_and_neural_network_NN_based_controllers__In_detail__DM_ME_extends_MAP_Elites_in_that_it_uses_two_distinct_feature_maps__referring_to_morphologies_and_controllers_respectively__and_integrates_a_mechanism_to_automatically_define_the_NN_related_feature_descriptor__Considering_the_fitness__in_the_goal_reaching_task_ViE_NEAT_outperforms_MAP_Elites_and_results_equivalent_to_DM_ME__Instead__when_considering_diversity_in_terms_of_illumination_of_the_feature_space__DM_ME_outperforms_the_other_two_algorithms_on_both_tasks__providing_a_richer_pool_of_possible_robotic_designs__whereas_ViE_NEAT_shows_comparable_performance_to_MAP_Elites_on_goal_reaching__although_it_does_not_exploit_any_map_;Yes;Yes;2021;https://www.semanticscholar.org/paper/4f62d4c9b3abccb4c91886b64ffcf6203fee0074
1230;Ensemble_feature_extraction_for_multi_container_quality_diversity_algorithms;Computer Science;6965;6965;13254;12580;S__Tomassini;Cristian_Tapus;Gas_human_do_baby_step_think_war__Edge_wear_law_court_ground__Care_herself_medical_pretty_ten_almost_;Sing_to_audience_involve_will_worry_west_travel__Tree_assume_appear_someone_your_relationship_;FullPaper;Quality_Diversity_algorithms_search_for_large_collections_of_diverse_and_high_performing_solutions__rather_than_just_for_a_single_solution_like_typical_optimisation_methods__They_are_specially_adapted_for_multi_modal_problems_that_can_be_solved_in_many_different_ways__such_as_complex_reinforcement_learning_or_robotics_tasks__However__these_approaches_are_highly_dependent_on_the_choice_of_feature_descriptors_FDs_quantifying_the_similarity_in_behaviour_of_the_solutions__While_FDs_usually_needs_to_be_hand_designed__recent_studies_have_proposed_ways_to_define_them_automatically_by_using_feature_extraction_techniques__such_as_PCA_or_Auto_Encoders__to_learn_a_representation_of_the_problem_from_previously_explored_solutions__Here__we_extend_these_approaches_to_more_complex_problems_which_cannot_be_efficiently_explored_by_relying_only_on_a_single_representation_but_require_instead_a_set_of_diverse_and_complementary_representations__We_describe_MC_AURORA__a_Quality_Diversity_approach_that_optimises_simultaneously_several_collections_of_solutions__each_with_a_different_set_of_FDs__which_are__in_turn__defined_automatically_by_an_ensemble_of_modular_auto_encoders__We_show_that_this_approach_produces_solutions_that_are_more_diverse_than_those_produced_by_single_representation_approaches_;Yes;Yes;2021;https://www.semanticscholar.org/paper/e4a8e06b213f32e6a1350c3fbf1ece8aca924a14
1228;Open_ended_evolution_with_multi_containers_QD;Computer Science;6961,6962;6961;13252;10918;M__Toledano;R__Horstmeyer;Second_draw_heavy_not_focus_performance__Management_reflect_my_leader_thought_agree_wonder_design__Anything_law_decision_choice_you__Capital_magazine_everything_former_budget_;Situation_research_science_behavior__Wind_field_through_watch_Measure_control_full_two_suggest_wall__Democrat_second_can_issue_leave_thus_every_mission_;FullPaper;Evolution_in_nature_has_allowed_biological_systems_to_develop_and_survive_in_many_different_environments__It_can_be_attributed_to_one_of_the_major_features_of_natural_evolution:its_open_endedness__that_can_be_considered_as_the_ability_to_continuously_produce_novelty_and/or_complexity_1__This_feature_is_critical_to_allow_an_agent_to_continuously_adapt_to_its_environment__We_propose_here_an_extension_of_Quality_Diversity_algorithms_to_make_it_more_open_ended__Quality_Diversity_algorithms_aim_at_generating_a_large_set_of_diverse_solutions_3__10__They_can_be_used_in_a_two_steps_process_in_which_1_a_diverse_set_of_solutions_is_generated_offline_before_2_the_agent_can_exploit_it_online_to_find_the_behavior_that_fits_to_the_situation_2__4__6__QD_algorithms_main_goal_is_to_fill_a_behavior_space_whose_dimensions_are_defined_by_behavior_descriptors__Current_QD_algorithms_can_generate_novelty_and_complexity__but_within_the_frame_of_these_behavior_descriptors__To_make_the_evolutionary_process_more_open_ended__we_extend_Cully_and_Demiris_framework_3_and_introduce_Multi_Container_Quality_Diversity_algorithms_MCQD__MCQD_are_QD_algorithms_relying_on_multiple_behavior_spaces_that_can_be_added_on_the_fly__MCQD_thus_aims_at_implementing_an_open_ended_evolutionary_process_that_would_explore_any_new_behavior_space_that_could_be_found_of_interest_during_the_search_process_;Yes;Yes;2018;https://www.semanticscholar.org/paper/62e6dbefef41f7ba77246a563948c44e22be5891
1227;Study_of_littered_wastes_in_different_urban_land_uses:An_6_environmental_status_assessment;Geography,Data Management;6952,6936,6959,6950,6960,6933;6959;12747;11221;F__McAuley;T__Jacob;Room_relationship_story_manager__If_PM_poor_major_measure_study_example__Democratic_firm_he_force_western_movie_boy_Today_others_exactly_couple_suddenly_should__Inside_start_mention_apply_;Card_base_out__The_whom_much_mission_lawyer_great_Long_but_month_feeling_age_type_dark__Raise_make_Democrat_Its_effect_might_success_police_senior__Red_great_against_form_student_;ShortPaper;;Yes;Yes;2020;https://www.semanticscholar.org/paper/49abcf1aebf437424cbcd4477d0ab062d0f598ba
1226;Clean_environments_as_a_social_norm:a_field_experiment_on_cigarette_littering;Sociology,Physics;6955,6956,6957,6958;6957;null;11064;M__Diment;O__V__Vilella;State_scientist_how_better_probably_seem_team_;Check_share_nothing_garden_position_mean_any_class__Important_south_medical_ahead__Hour_large_provide_cultural_still_;ShortPaper;Cigarette_littering_in_public_spaces_is_an_environmental_and_aesthetic_problem__Broken_windows_theory_posits_that_visible_signs_of_anti_social_behavior_such_as_littering_create_the_perception_of_a_social_norm_in_built_environments__Cigarette_butts_on_the_ground_then_encourage_people_to_drop_theirs_as_well__We_test_this_theory_on_benches_of_a_university_campus_in_a_field_experiment_with_two_treatments:1_a_clean_environment_with_no_cigarette_butts_on_the_ground_and_2_a_dirty_environment_with_25_cigarette_butts_on_the_ground__Our_outcome_variable_is_the_number_of_additional_cigarette_butts_on_the_ground_after_two_hours__We_find_a_small_effect_of_approximately_0_5_butts_less_per_2_hour_period_on_clean_grounds__Increased_cleaning_efforts_can_thus_reduce_littering__but_the_effect_is_probably_too_small_to_justify_additional_cleaning_costs_;No;Yes;2020;https://www.semanticscholar.org/paper/b8c7fe67d9f6f5939100ac57f633a60bac5fed4b
1225;Assessment_of_littered_cigarette_butt_in_urban_environment__using_of_new_cigarette_butt_pollution_index_CBPI_;Data Management;6936,6950,6954,6935,6933;6933;12745;11079;J__Sanes;Alessia_Pancaldi;Everything_recent_also_important_recent__Learn_already_good_sign_should_husband_Chance_reason_maintain_offer_natural_yard_same__Worry_fight_shoulder_apply_Democrat_physical_mean_very_;Decide_hundred_machine_such_truth__Member_forget_provide_writer__Agreement_line_usually_herself_determine_help_Indeed_future_produce_pick_night_;ShortPaper;;Yes;Yes;2021;https://www.semanticscholar.org/paper/7adf0a464855a7879f921c77e8f4c7b32f44764f
1224;Effect_of_cigarette_butt_on_concentration_of_heavy_metals_in_landfill_leachate:health_and_ecological_risk_assessment;Data Management;6936,6950,6951,6952,6953,6933;6952;null;12483;P__Born;Luis_Rojas;Enjoy_describe_nation_claim_case_over__With_mother_voice_serve_shake_Order_wait_during_boy_control_budget_whatever__Meeting_second_doctor_party_return_town_daughter_;Small_property_base_take_free_together_address__Home_open_evening_close_most_page_Finally_day_rise_require_consumer_growth_;DemoPaper;;No;Yes;2021;https://www.semanticscholar.org/paper/d63754c8fd3c509fbf6819caa08c7c6c5d68f0ab
1223;Challenges_on_the_recycling_of_cigarette_butts;Data Management;6948,6949,6933,6950,6936;6948;12743;10951;Lorraine_Loughrey_Green;Lei_Yang;Side_either_quite_far_direction__Way_quickly_face_Pattern_identify_view_eat_agent_choice__Official_add_reflect_data_bit__Guess_style_usually_yard_raise_inside_management_game_;Even_skill_training_store_city_test__Laugh_single_trial_around__Building_husband_red_benefit_too_various_thank_;DemoPaper;;Yes;Yes;2021;https://www.semanticscholar.org/paper/7155634ea044c57c883640d3ba907960d01a7dfc
1222;Estimation_of_the_heavy_metals_released_from_cigarette_butts_to_beaches_and_urban_environments_;Data Management;6933,6945,6929,6926,6946,6947,6936;6926;12742;12528;J__Bolitschek;T__Chonavel;Before_idea_help_pattern_training_office_born__Discuss_manager_center_because_Mr_market_recent__Clear_fund_study_option_region_care_food_;Machine_rock_main_job__Different_short_campaign_pretty_risk_interview__Poor_hair_owner_decade_;ShortPaper;;Yes;Yes;2021;https://www.semanticscholar.org/paper/5faf760c0e0031e100997766cfc8e6b81f8d5081
1221;Cigarette_butt_littering_consequences:a_study_of_pollution_rate_on_beaches_and_urban_environments;Data Management;6940,6941,6942,6926,6943,6944;6943;null;11084;H__Takami;Anand_M_Tiwari;Into_mission_administration_address__Kind_my_increase__Century_pick_allow_billion_writer_manager_Walk_grow_paper__Specific_there_something_appear__Bar_example_form_radio_;Whether_today_beat_method_step_main_lead_plant__War_room_thing_line_manager_whose_Put_build_think_purpose_wind_Read_side_use_throughout_money_next_deep__Grow_however_his_receive_name_;ShortPaper;;No;Yes;2022;https://www.semanticscholar.org/paper/2e069c3d9290d32ba81806085258c1df7445af1e
800;Fluoride_release__microbial_inhibition_and_microleakage_pattern_of_two_orthodontic_band_cements_;Materials Science,Data Management;5346,4952,5381,5382,5383,5306,5384;5306;null;12487;P__Batra;C__Asiedu;Kid_travel_hot_service_five_subject_too_stand__Including_forget_stand_agent_quite_forget__Gas_only_write_another_continue_own_everything_Yourself_ball_mention_away_use_;Rich_piece_order_want_name__Near_least_college_want_Himself_simply_indicate_Treatment_name_would_candidate__Above_work_nation_nearly__Image_tell_happy_wrong_adult_media_everything_;DemoPaper;;Yes;No;1999;https://www.semanticscholar.org/paper/ac54fa8cda6d8c346adbe1c412efc01fb743e000
801;A_12_month_clinical_comparison_of_resin_modified_light_activated_adhesives_for_the_cementation_of_orthodontic_molar_bands_;Data Management;5385;5385;12028;11110;Reji_Thomas;Zhi_Da_Zhang;Adult_today_agree_character_some__Dream_force_such_and_such_drug_key_Too_so_factor_station_child_;Several_collection_fact_at_almost_may_sound_discussion__Television_analysis_fact_including_Court_blood_choice_election_likely__Worry_decide_event_not_care_than_kid_likely_;FullPaper;;Yes;Yes;1997;https://www.semanticscholar.org/paper/ebe71fa9e7b389c7442ecd175737bf980474913d
802;An_Analysis_of_Papers_Published_in_the_British_and_European_Journals_of_Orthodontics;Data Management,Psychology;5386,5387,5388;5388;12029;11161;B__Madore;Ambika;Series_great_professional_real_various_score_democratic__President_buy_without_specific__Nature_production_series__Woman_economic_such_along_same_hit_;Wrong_charge_win_sit_south_day__Cut_significant_technology_able__Image_manager_somebody_necessary_;DemoPaper;Objectives_To_identify_all_randomized_controlled_trials_RCTs_and_compare_papers_published_in_two_orthodontic_journals__Design_A_retrospective__observational_study__Setting_The_British_Journal_of_Orthodontics_BJO_and_European_Journal_of_Orthodontics_EJO__Data_source_Papers_published_between_1989_and_1993__Method_A_hand_search_of_all_papers_was_performed__The_type__subject__setting_and_methods_of_each_paper_were_classified_and_recorded__Results_200_papers_were_identified_in_BJO_and_275_in_EJO__Six_RCTs_were_identified_which_represents_2·8_per_cent_of_clinical_research_papers__Significant_differences_were_found_between_the_type_P__0·001__subject_P__0·001__setting_P__0·01__and_methods_P__0·05_of_papers_published_in_the_two_Journals__More_papers_in_BJO_were_case_reports_clinical_opinions__and_update_articles__and_reported_on_orthodontic_materials_or_assessed_methods_of_measuring_the_outcome_of_treatment__Ninety_per_cent_of_papers_in_EJO_reported_the_results_of_research_projects__More_papers_were_related_to_animal_studies;_were_laboratory_based_or_epidemiological__Conclusion_Despite_the_RCT_being_regarded_as_the_‘Gold_Standard_for_the_evaluation_of_therapeutic_interventions_and_materials_only_six_5_1_per_cent_of_such_studies_used_this_method__Significant_differences_in_the_type__setting_and_subject_of_papers_published_in_BJO_and_EJO_between_1989_and_1993_were_found_;Yes;Yes;1996;https://www.semanticscholar.org/paper/a40ba39a1f6a46865022bfba3c81916de2fd5bca
803;Orthodontic_bonding_with_glass_ionomer_cement__a_review_;Data Management;4952,4957;4957;null;12384;O__King;S__Harke;Set_industry_student_sport_country__Else_practice_minute_marriage_model_Ahead_appear_ability_type_girl_cold__Treatment_recent_event_number_around_someone__Bit_include_include_water_detail_where_;Grow_agent_child_condition_market_prevent_value__Same_how_east_write_difference_Yard_finally_question_position_fast_already_;DemoPaper;Orthodontic_bonding_with_glass_ionomer_cement_is_comparatively_new__The_purpose_of_this_article_is_to_review_the_current_literature_covering_both_in_vitro_and_in_vivo_studies_of_various_glass_ionomer_cements_that_have_been_used_for_orthodontic_bonding__The_review_indicates_that_there_is_little_support_in_the_literature_to_suggest_that_the_currently_available_conventional_glass_ionomer_cements_are_suitable_for_routine_clinical_use_in_orthodontics__Dual__or_tri_cured_hybrid_materials__however__comprising_both_glass_ionomer_and_resin_components__appear_to_have_greater_potential_with_regard_to_clinical_performance_;No;Yes;1996;https://www.semanticscholar.org/paper/8f370d552ca0579cef312f65d2f0695a7a49677f
804;A_Scanning_Electron_Microscopic_Study_of_Early_Enamel_Caries_Formed_in_Vivo_beneath_Orthodontic_Bands;Materials Science,Data Management;5389,5390,5391;5389;12029;10850;Cui_Yang;L__Lei;Fund_mean_eight_career_peace__Recognize_single_painting_health_bill__Those_compare_nation_indicate_up_;Recognize_firm_writer_something_outside_tonight__Stop_hit_understand_determine_world__Similar_community_quite_decade_Camera_democratic_life__Usually_including_top_result_;FullPaper;A_clinical_trial_was_conducted_to_investigate_the_development_of_caries_lesions_associated_with_fixed_orthodontic_appliance_therapy__To_introduce_a_cariogenic_challenge_on_Sound_buccal_enamel_surface_in_vivo__specially_designed_orthodontic_bands_were_attached_to_premolars_scheduled_for_extraction_for_orthodontic_reasons__The_bands_were_modified_by_having_two_metal_wires_0·8_mm_in_diameter_welded_to_the_inner_surface_of_the_band_to_produce_a_space_for_plaque_accumulation_similar_to_that_occurring_under_loose_orthodontic_bands__The_bands_were_cemented_with_a_zinc_phosphate_cement_Tenet®_an_left_in_situ_for_4_weeks__Of_22_premolar_teeth_banded_in_eight_different_patients__eight_showed_definite_white_spot_lesions__eight_showed_definite_faint_enamel_opacities__and_six_showed_no_discernable_lesions__Examination_of_definite_white_spot_lesions_by_scanning_electron_microscopy_revealed_characteristic_patterns_of_initial_tissue_destruction__Focal_holes_and_an_accentuation_of_the_perikymata_were_observed_affecting_the_enamel_surface_zone__an_area_previously_considered_to_remain_relatively_intact_during_the_development_of_a_caries_lesion__The_superficial_nature_of_the_caries_lesions_observed_and_the_rapidly_of_their_formation_is_significant_in_the_clinical_management_of_decalcified_areas_forming_beneath_orthodontics_bands_;Yes;Yes;1996;https://www.semanticscholar.org/paper/807a040a3d2cd3616e1ca425081da74ef7fd011a
